"IntrogressionEffectEstimate","Cat","Chrom"
0.0073724635926529,"Inverted","chrXL"
0.0028906793419641,"Inverted","chrXL"
0.0022661703563161,"Inverted","chrXL"
0.00507029942579064,"Collinear","chrXL"
0.0018800580547369,"Inverted","chrXL"
0.0034334780451496,"Inverted","chrXL"
0.0049349133011543,"Inverted","chrXL"
0.0041367723015161,"Inverted","chrXL"
0.00420028342143351,"Inverted","chrXL"
0.0023807051955838,"Inverted","chrXL"
0.0024482267089244,"Inverted","chrXL"
0.0028262372971885,"Inverted","chrXL"
0.0026586780949906,"Inverted","chrXL"
0.0047348216870078,"Inverted","chrXL"
0.00540651560430495,"Collinear","chrXL"
0.0032228314051582,"Inverted","chrXL"
0.0039104662243221,"Inverted","chrXL"
0.0070898124035011,"Inverted","chrXL"
0.0025130823612696,"Inverted","chrXL"
0.0033681248757293,"Inverted","chrXL"
0.00289428416751709,"Inverted","chrXL"
0.0032897847527147,"Inverted","chrXL"
0.0033404238879501,"Inverted","chrXL"
0.00407823676251711,"Inverted","chrXL"
0.0042899552211013,"Inverted","chrXL"
0.0061188852807232,"Collinear","chrXL"
0.0031698033534404,"Inverted","chrXL"
0.000810454137874979,"Inverted","chrXL"
0.0011855126276516,"Inverted","chrXL"
0.00303683199973201,"Inverted","chrXL"
0.0028469189277579,"Inverted","chrXL"
0.0023310561150664,"Inverted","chrXL"
0.0016388295682126,"Inverted","chrXL"
0.0021047594555497,"Collinear","chrXL"
0.0043401518104189,"Collinear","chrXL"
0.0022927334895651,"Collinear","chrXL"
0.00663057645697627,"Collinear","chrXL"
0.00428399581657401,"Collinear","chrXL"
0.0034159342669291,"Collinear","chrXL"
0.0031830340645929,"Collinear","chrXL"
0.0041947320094439,"Collinear","chrXL"
0.0027913436690569,"Collinear","chrXL"
0.0043332473881196,"Collinear","chrXL"
0.0032934598898604,"Collinear","chrXL"
0.0031317765306706,"Collinear","chrXL"
0.0034703899414617,"Collinear","chrXL"
0.0032417442183561,"Collinear","chrXL"
0.00496788271563401,"Collinear","chrXL"
0.0055132689296692,"Collinear","chrXL"
0.0066959047007311,"Collinear","chrXL"
0.0055611220766251,"Collinear","chrXL"
0.0028926482463269,"Collinear","chrXL"
0.003530823037956,"Collinear","chrXL"
0.00240853292561,"Collinear","chrXL"
0.0028806057158846,"Collinear","chrXL"
0.0027407521581933,"Collinear","chrXL"
0.0022293767537193,"Collinear","chrXL"
0.0033180268321606,"Collinear","chrXL"
0.00730660132830765,"Collinear","chrXL"
0.0045092295590027,"Collinear","chrXL"
0.0026165785128214,"Collinear","chrXL"
0.0029209069821217,"Collinear","chrXL"
0.0039199821562938,"Collinear","chrXL"
0.0033581505714936,"Collinear","chrXL"
0.0060077816115363,"Collinear","chrXL"
0.0070872059054831,"Collinear","chrXL"
0.0058034889360485,"Collinear","chrXL"
0.0027635483589309,"Collinear","chrXL"
0.00127127937900729,"Collinear","chrXL"
0.00426941299149018,"Collinear","chrXL"
0.00468529865484561,"Collinear","chrXL"
0.0025734530010897,"Collinear","chrXL"
0.0035119297639148,"Collinear","chrXL"
0.0041211425241415,"Collinear","chrXL"
0.00287668566130739,"Collinear","chrXL"
0.0023185786368342,"Collinear","chrXL"
0.00283544599636179,"Collinear","chrXL"
0.00255446474369181,"Collinear","chrXL"
0.0038086836541213,"Collinear","chrXL"
0.0027521376857181,"Collinear","chrXL"
0.0034485129059712,"Collinear","chrXL"
0.00577145717841526,"Collinear","chrXL"
0.0034912146048907,"Collinear","chrXL"
0.0035648417092193,"Collinear","chrXL"
0.0046140458535726,"Collinear","chrXL"
0.00259842798999821,"Collinear","chrXL"
0.0029204394500363,"Collinear","chrXL"
0.0030125598908338,"Collinear","chrXL"
0.0019398041097194,"Collinear","chrXL"
0.0034674416703923,"Collinear","chrXL"
0.00243847715995609,"Collinear","chrXL"
0.0032391314366531,"Collinear","chrXL"
0.00731768629821109,"Collinear","chrXL"
0.0028264790875974,"Collinear","chrXL"
0.0030783952507762,"Collinear","chrXL"
0.002335548078564,"Collinear","chrXL"
0.0014907579291682,"Collinear","chrXL"
0.0026732169387038,"Collinear","chrXL"
0.0024959094091385,"Collinear","chrXL"
0.0035011364815181,"Collinear","chrXL"
0.0021322578759133,"Collinear","chrXL"
0.00396975202164,"Collinear","chrXL"
0.0030295514430789,"Collinear","chrXL"
0.006431134752644,"Collinear","chrXL"
0.0032351043755281,"Collinear","chrXL"
0.00244705138989641,"Collinear","chrXL"
0.0052196720676016,"Collinear","chrXL"
0.0036740907230314,"Collinear","chrXL"
0.0030977047756734,"Collinear","chrXL"
0.0024296833414041,"Collinear","chrXL"
0.0027497720499723,"Collinear","chrXL"
0.002654201906486,"Collinear","chrXL"
0.009425075605195,"Collinear","chrXL"
0.00893116299501,"Collinear","chrXL"
0.0034525826091305,"Collinear","chrXL"
0.0100588900206431,"Collinear","chrXL"
0.0093273328568403,"Collinear","chrXL"
0.003064707414254,"Collinear","chrXL"
0.00676341168325587,"Collinear","chrXL"
0.00379857965315114,"Collinear","chrXL"
0.00442654253236438,"Collinear","chrXL"
0.00465448462067739,"Collinear","chrXL"
0.00425933200297174,"Collinear","chrXL"
0.00685171102422969,"Collinear","chrXL"
0.00798614641822485,"Collinear","chrXL"
0.0077347034423627,"Collinear","chrXL"
0.00747251276155571,"Collinear","chrXL"
0.00565881926801331,"Collinear","chrXL"
0.00665570653115123,"Collinear","chrXL"
0.00627597639367002,"Collinear","chrXL"
0.00801857338246214,"Collinear","chrXL"
0.0068090814370432,"Collinear","chrXL"
0.00514537594377661,"Collinear","chrXL"
0.00463006414137355,"Collinear","chrXL"
0.00533687239978198,"Collinear","chrXL"
0.00582307981503386,"Collinear","chrXL"
0.00414674968257839,"Collinear","chrXL"
0.0037820366613921,"Collinear","chrXL"
0.0081620634000397,"Collinear","chrXL"
0.0086887713073251,"Collinear","chrXL"
0.00422610388606229,"Collinear","chrXL"
0.0038863084836688,"Collinear","chrXL"
0.0052536095379542,"Collinear","chrXL"
0.00407540875708154,"Collinear","chrXL"
0.00311103039849201,"Collinear","chrXL"
0.00456885348801721,"Collinear","chrXL"
0.00393144837514111,"Collinear","chrXL"
0.00383565666371895,"Collinear","chrXL"
0.00435840539031,"Collinear","chrXL"
0.0055838007853247,"Collinear","chrXL"
0.0071235944704128,"Collinear","chrXL"
0.0048255306194595,"Collinear","chrXL"
0.0059142396836403,"Collinear","chrXL"
0.00615764275267129,"Collinear","chrXL"
0.00720119147473711,"Collinear","chrXL"
0.00718371474317471,"Collinear","chrXL"
0.00685279424568799,"Collinear","chrXL"
0.0041707294197651,"Collinear","chrXL"
0.0087496256017419,"Collinear","chrXL"
0.0055899410532718,"Collinear","chrXL"
0.00519194191226269,"Collinear","chrXL"
0.0048207522986316,"Collinear","chrXL"
0.0049181340527607,"Collinear","chrXL"
0.0058761221058454,"Collinear","chrXL"
0.0057398447697291,"Collinear","chrXL"
0.00511873795222176,"Collinear","chrXL"
0.00478463374249031,"Collinear","chrXL"
0.006250563617394,"Collinear","chrXL"
0.0045452150917923,"Collinear","chrXL"
0.0055988726789682,"Collinear","chrXL"
0.0053580536480178,"Collinear","chrXL"
0.004698998855552,"Collinear","chrXL"
0.0074692604870234,"Collinear","chrXL"
0.0049803215380851,"Collinear","chrXL"
0.0057951368197727,"Collinear","chrXL"
0.0051010179505833,"Collinear","chrXL"
0.00512445307390959,"Collinear","chrXL"
0.0073137593417742,"Collinear","chrXL"
0.00343625805903451,"Collinear","chrXL"
0.00506923141346068,"Collinear","chrXL"
0.0059765008715619,"Collinear","chrXL"
0.0066309396378274,"Collinear","chrXL"
0.0071669620719448,"Collinear","chrXL"
0.0050366229609084,"Collinear","chrXL"
0.0070460789497102,"Collinear","chrXL"
0.00580349483232979,"Collinear","chrXL"
0.004200653913871,"Collinear","chrXL"
0.0069065124417957,"Collinear","chrXL"
0.00741438246882311,"Collinear","chrXL"
0.0056632231007539,"Collinear","chrXL"
0.0077017414933663,"Collinear","chrXL"
0.0079291384037956,"Collinear","chrXL"
0.00849898319147191,"Collinear","chrXL"
0.0072790423750797,"Collinear","chrXL"
0.0059727577317004,"Collinear","chrXL"
0.0048786978426963,"Collinear","chrXL"
0.0065097409249119,"Collinear","chrXL"
0.0066511693284996,"Collinear","chrXL"
0.0098970220391116,"Collinear","chrXL"
0.0053919576287864,"Collinear","chrXL"
0.0063682978158842,"Collinear","chrXL"
0.0070298535476089,"Collinear","chrXL"
0.0080312637980983,"Collinear","chrXL"
0.0081374933011416,"Collinear","chrXL"
0.0085747373905215,"Collinear","chrXL"
0.00440909855451431,"Collinear","chrXL"
1.664238540697e-06,"Collinear","chrXL"
0.00827813052916529,"Collinear","chrXL"
0.0063771989138477,"Collinear","chrXL"
0.007024161212124,"Collinear","chrXL"
0.0063151407136605,"Collinear","chrXL"
0.0059413042244921,"Collinear","chrXL"
0.0056189982150083,"Collinear","chrXL"
0.00391700807516833,"Collinear","chrXL"
0.00599248026557831,"Collinear","chrXL"
0.0051105018074616,"Collinear","chrXL"
0.0065914510758358,"Collinear","chrXL"
0.0077234400450821,"Collinear","chrXL"
0.0052344745936583,"Collinear","chrXL"
0.0063025590070203,"Collinear","chrXL"
0.0062726374081545,"Collinear","chrXL"
0.0064064393992594,"Collinear","chrXL"
0.0070695379002068,"Collinear","chrXL"
0.00531029581495537,"Collinear","chrXL"
0.0053791948504353,"Collinear","chrXL"
0.0056431078753124,"Collinear","chrXL"
0.0071349331589536,"Collinear","chrXL"
0.005850647996841,"Collinear","chrXL"
0.0059277094873975,"Collinear","chrXL"
0.0045562848673992,"Collinear","chrXL"
0.0073820534591111,"Collinear","chrXL"
0.00515515163801181,"Collinear","chrXL"
0.0040730454555753,"Collinear","chrXL"
0.0053409403330337,"Collinear","chrXL"
0.00529050685650801,"Collinear","chrXL"
0.00616170451479049,"Collinear","chrXL"
0.00675991642504609,"Collinear","chrXL"
0.0079641941829287,"Collinear","chrXL"
0.0050594938710995,"Collinear","chrXL"
0.003459080411984,"Collinear","chrXL"
0.003218746050356,"Collinear","chrXL"
0.00320367906095,"Collinear","chrXL"
0.0041413506900044,"Collinear","chrXL"
0.0046119667312256,"Collinear","chrXL"
0.0051566297147256,"Collinear","chrXL"
0.00185127278543749,"Collinear","chrXL"
0.0056371351062213,"Collinear","chrXL"
0.0064840973385821,"Collinear","chrXL"
0.0063171445444774,"Collinear","chrXL"
0.0050356405066452,"Collinear","chrXL"
0.0044730029145843,"Collinear","chrXL"
0.0058097143954816,"Collinear","chrXL"
0.0075681560794871,"Collinear","chrXL"
0.0051136401221,"Collinear","chrXL"
0.0073710581617367,"Collinear","chrXL"
0.0074229463574235,"Collinear","chrXL"
0.00439318630120758,"Collinear","chrXL"
0.0097136198225211,"Collinear","chrXL"
0.009218002634417,"Collinear","chrXL"
0.0034766940770144,"Collinear","chrXL"
0.0061902886607561,"Collinear","chrXL"
0.0024597569377252,"Collinear","chrXL"
0.0043947002456198,"Collinear","chrXL"
0.0056964655205007,"Collinear","chrXL"
0.00327161141706109,"Collinear","chrXL"
0.0030435303000076,"Collinear","chrXL"
0.0035775535636326,"Collinear","chrXL"
0.007518504718935,"Collinear","chrXL"
0.0026157576986985,"Collinear","chrXL"
0.0036207970748286,"Collinear","chrXL"
0.0048928276136071,"Collinear","chrXL"
0.0045384211391337,"Collinear","chrXL"
0.0074033053840376,"Collinear","chrXL"
0.0049495996212519,"Collinear","chrXL"
0.0041826334038693,"Collinear","chrXL"
0.005911780265071,"Collinear","chrXL"
0.007208788785948,"Collinear","chrXL"
0.003332169943882,"Collinear","chrXL"
0.0058983782733239,"Collinear","chrXL"
0.0045055862852544,"Collinear","chrXL"
0.0041826179446032,"Collinear","chrXL"
0.004565433660903,"Collinear","chrXL"
0.0041441644339289,"Collinear","chrXL"
0.0047671362307582,"Collinear","chrXL"
0.0029247913532658,"Collinear","chrXL"
0.0044493673755374,"Collinear","chrXL"
0.0051552203893926,"Collinear","chrXL"
0.0055093275707893,"Collinear","chrXL"
0.0050795828183903,"Collinear","chrXL"
0.00535202857704717,"Collinear","chrXR"
0.00512469263100477,"Collinear","chrXR"
0.007316475671131,"Collinear","chrXR"
0.00117730413383463,"Collinear","chrXR"
0.000884592770599541,"Collinear","chrXR"
0.00146867899784112,"Collinear","chrXR"
0.0017685882646587,"Collinear","chrXR"
0.00149737480515982,"Collinear","chrXR"
0.0017135454900015,"Collinear","chrXR"
0.00177090234660695,"Collinear","chrXR"
0.0041813990228362,"Collinear","chrXR"
0.0031984918920385,"Collinear","chrXR"
0.00256916120721057,"Collinear","chrXR"
0.00474572811032174,"Collinear","chrXR"
0.0043038540751108,"Collinear","chrXR"
0.0061165752491336,"Collinear","chrXR"
0.0069286103349058,"Collinear","chrXR"
0.0057986347922347,"Collinear","chrXR"
0.00437573766975997,"Collinear","chrXR"
0.0026401838752901,"Collinear","chrXR"
0.0030241662064215,"Collinear","chrXR"
0.00213706890544516,"Collinear","chrXR"
0.0023532001126678,"Collinear","chrXR"
0.00161812559431457,"Collinear","chrXR"
0.00413389411873799,"Collinear","chrXR"
0.0032884255336608,"Collinear","chrXR"
0.002326791587978,"Collinear","chrXR"
0.001109368456787,"Collinear","chrXR"
0.00164885320594903,"Collinear","chrXR"
0.0020204155311921,"Collinear","chrXR"
0.0028828908850758,"Collinear","chrXR"
0.0028960221701323,"Collinear","chrXR"
0.0026523807670379,"Inverted","chrXR"
0.0047886211405651,"Inverted","chrXR"
0.0047161305532282,"Inverted","chrXR"
0.00626294985999426,"Collinear","chrXR"
0.005675447415415,"Inverted","chrXR"
0.0016995875344476,"Inverted","chrXR"
0.0012366758775189,"Inverted","chrXR"
0.0021994204471674,"Inverted","chrXR"
0.0022569991892729,"Inverted","chrXR"
0.002436771897176,"Inverted","chrXR"
0.00146239753555149,"Inverted","chrXR"
0.0027203755545478,"Inverted","chrXR"
0.0025960879521592,"Inverted","chrXR"
0.0041495540915506,"Inverted","chrXR"
0.00435767331114859,"Collinear","chrXR"
0.0038232606109746,"Inverted","chrXR"
0.0040105160892517,"Inverted","chrXR"
0.0027131233195367,"Inverted","chrXR"
0.0032855948688089,"Inverted","chrXR"
0.0017649558478852,"Inverted","chrXR"
0.0032580474690774,"Inverted","chrXR"
0.001735129424564,"Inverted","chrXR"
0.0015179018621508,"Inverted","chrXR"
0.0023002958034941,"Inverted","chrXR"
0.0031422903633644,"Inverted","chrXR"
0.00442999273514548,"Collinear","chrXR"
0.0039192151576551,"Inverted","chrXR"
0.0012001323327603,"Inverted","chrXR"
0.003769762971467,"Inverted","chrXR"
0.004392000617148,"Inverted","chrXR"
0.00261311908214684,"Inverted","chrXR"
0.0022656530532796,"Inverted","chrXR"
0.0023431878090582,"Inverted","chrXR"
0.0038765371058646,"Inverted","chrXR"
0.0015302718152241,"Inverted","chrXR"
0.00180171521490491,"Inverted","chrXR"
0.00690294112879415,"Collinear","chrXR"
0.0015658394892445,"Inverted","chrXR"
0.00105907608980677,"Inverted","chrXR"
0.00123847731830748,"Inverted","chrXR"
0.00118823676842294,"Inverted","chrXR"
0.0026016283824337,"Inverted","chrXR"
0.00345428827580702,"Inverted","chrXR"
0.0058583570596518,"Inverted","chrXR"
0.004123515457972,"Inverted","chrXR"
0.00246612043135925,"Inverted","chrXR"
0.0018268970248717,"Inverted","chrXR"
0.0084971993345641,"Collinear","chrXR"
0.0030750233867694,"Inverted","chrXR"
0.00319251095246031,"Inverted","chrXR"
0.003546996421397,"Inverted","chrXR"
0.00225765232236036,"Inverted","chrXR"
0.002656682455538,"Inverted","chrXR"
0.00415278339019904,"Inverted","chrXR"
0.00449174067619611,"Inverted","chrXR"
0.0053925267174333,"Inverted","chrXR"
0.0069756165612416,"Inverted","chrXR"
0.0052125327593062,"Inverted","chrXR"
0.00688176215564105,"Collinear","chrXR"
0.00488306450402511,"Inverted","chrXR"
0.0044666938385949,"Inverted","chrXR"
0.00139198098639756,"Inverted","chrXR"
0.0020904044236464,"Inverted","chrXR"
0.00296451851239522,"Inverted","chrXR"
0.0021112689502817,"Inverted","chrXR"
0.00171294239283341,"Inverted","chrXR"
0.000566124749533504,"Inverted","chrXR"
0.0029914806441888,"Inverted","chrXR"
0.0013647391842018,"Inverted","chrXR"
0.0095640447064362,"Collinear","chrXR"
0.0014506755177834,"Inverted","chrXR"
0.0025102451217869,"Inverted","chrXR"
0.0023698944812656,"Inverted","chrXR"
0.00269161552578824,"Inverted","chrXR"
0.0016613722089239,"Inverted","chrXR"
0.0026636461697667,"Inverted","chrXR"
0.00185944544778469,"Inverted","chrXR"
0.00152099748180343,"Inverted","chrXR"
0.00190294702266202,"Inverted","chrXR"
0.00213749059396712,"Inverted","chrXR"
0.0091066835869996,"Collinear","chrXR"
0.0074267110152624,"Collinear","chrXR"
0.0025109147533927,"Inverted","chrXR"
0.00291690162460112,"Inverted","chrXR"
0.00284588479698692,"Inverted","chrXR"
0.0048737849607835,"Inverted","chrXR"
0.0032864204018026,"Inverted","chrXR"
0.0040573329541002,"Inverted","chrXR"
0.0045906152349039,"Inverted","chrXR"
0.004595556661792,"Inverted","chrXR"
0.0044843109745873,"Inverted","chrXR"
0.0053710479798712,"Inverted","chrXR"
0.00613170712557688,"Collinear","chrXR"
0.0057794673341473,"Inverted","chrXR"
0.0029383167526987,"Inverted","chrXR"
0.00348747487704949,"Inverted","chrXR"
0.0024780839090824,"Inverted","chrXR"
0.00333647374577143,"Inverted","chrXR"
0.00426407301887633,"Inverted","chrXR"
0.00327931178353984,"Inverted","chrXR"
0.0063472546189185,"Inverted","chrXR"
0.00345882466138836,"Inverted","chrXR"
0.0048585083456421,"Inverted","chrXR"
0.00664476641339,"Collinear","chrXR"
0.006051441738605,"Inverted","chrXR"
0.0048931817784238,"Inverted","chrXR"
0.00464482467719585,"Inverted","chrXR"
0.0035607945466428,"Inverted","chrXR"
0.0053774041999446,"Inverted","chrXR"
0.0074250699163756,"Inverted","chrXR"
0.0060497368760407,"Inverted","chrXR"
0.0060209348405844,"Inverted","chrXR"
0.00458290448554729,"Inverted","chrXR"
0.00539665802553991,"Inverted","chrXR"
0.00743381414413887,"Collinear","chrXR"
0.003917863032714,"Inverted","chrXR"
0.0033694567914486,"Inverted","chrXR"
0.0042922912045738,"Inverted","chrXR"
0.0054522858673447,"Inverted","chrXR"
0.0048432090319733,"Inverted","chrXR"
0.0031701743075778,"Inverted","chrXR"
0.00363424113026009,"Inverted","chrXR"
0.0040775079708979,"Inverted","chrXR"
0.0035026302758432,"Inverted","chrXR"
0.00282933450477382,"Inverted","chrXR"
0.00459336963982146,"Collinear","chrXR"
0.0050915759775998,"Inverted","chrXR"
0.00806542485777111,"Inverted","chrXR"
0.0023228701838193,"Inverted","chrXR"
0.0046012663017724,"Inverted","chrXR"
0.0043003416565421,"Inverted","chrXR"
0.0043657966187882,"Inverted","chrXR"
0.0027831108660635,"Inverted","chrXR"
0.0070211044737106,"Inverted","chrXR"
0.0098791188856788,"Inverted","chrXR"
0.0046248633024,"Inverted","chrXR"
0.0079116473472349,"Collinear","chrXR"
0.0038874167753933,"Inverted","chrXR"
0.0031061917425129,"Inverted","chrXR"
0.0040335818768673,"Inverted","chrXR"
0.0030721596977426,"Inverted","chrXR"
0.00176172987040033,"Inverted","chrXR"
0.00245621370886798,"Inverted","chrXR"
0.00269386858476661,"Inverted","chrXR"
0.00335404695157029,"Inverted","chrXR"
0.00130647267107159,"Inverted","chrXR"
0.00272013637012631,"Inverted","chrXR"
0.0084026116687859,"Collinear","chrXR"
0.00155356093570176,"Inverted","chrXR"
0.00408187168760124,"Inverted","chrXR"
0.0058510588361846,"Inverted","chrXR"
0.0049358857706419,"Inverted","chrXR"
0.00230497460153439,"Inverted","chrXR"
0.00428211913073834,"Inverted","chrXR"
0.00210461708682578,"Inverted","chrXR"
0.003427598345311,"Inverted","chrXR"
0.0037157801163859,"Inverted","chrXR"
0.0019584709632392,"Inverted","chrXR"
0.0086102954371213,"Collinear","chrXR"
0.0039208199636035,"Inverted","chrXR"
0.0038115979046657,"Inverted","chrXR"
0.00351757507792729,"Inverted","chrXR"
0.0037728026923393,"Inverted","chrXR"
0.00320070630946329,"Inverted","chrXR"
0.00275397836547965,"Inverted","chrXR"
0.00249661826680299,"Inverted","chrXR"
0.00290740213592399,"Inverted","chrXR"
0.00488381893704113,"Inverted","chrXR"
0.00415770834093845,"Inverted","chrXR"
0.00372043028339891,"Collinear","chrXR"
0.00254148310826577,"Inverted","chrXR"
0.0023468247714796,"Inverted","chrXR"
0.0034334455252078,"Inverted","chrXR"
0.00138861567758559,"Inverted","chrXR"
0.00225020665194963,"Inverted","chrXR"
0.00265406087906389,"Inverted","chrXR"
0.0042926278601935,"Inverted","chrXR"
0.0041496273352554,"Inverted","chrXR"
0.0041825108154893,"Inverted","chrXR"
0.00242713801910793,"Inverted","chrXR"
0.00174844767277758,"Collinear","chrXR"
0.005101080218503,"Inverted","chrXR"
0.00273117817220523,"Inverted","chrXR"
0.00381523794605351,"Inverted","chrXR"
0.001579609416221,"Inverted","chrXR"
0.00449608122876804,"Inverted","chrXR"
0.0040812931226032,"Inverted","chrXR"
0.0043003959587164,"Inverted","chrXR"
0.0030330762734236,"Inverted","chrXR"
0.0026122110177363,"Inverted","chrXR"
0.00256975593105772,"Inverted","chrXR"
0.00576980234824285,"Collinear","chrXR"
0.00080248314143724,"Collinear","chrXR"
0.0022572747978384,"Inverted","chrXR"
0.00266414247887201,"Inverted","chrXR"
0.0023945287547002,"Inverted","chrXR"
0.0013370804498268,"Inverted","chrXR"
0.00325726411265063,"Inverted","chrXR"
0.00240006513298467,"Inverted","chrXR"
0.00309820489578337,"Inverted","chrXR"
0.00230648130243122,"Inverted","chrXR"
0.0019782367157422,"Inverted","chrXR"
0.0032224451702968,"Inverted","chrXR"
0.0018593356835911,"Collinear","chrXR"
0.00391031895594623,"Inverted","chrXR"
0.00273173820848188,"Inverted","chrXR"
0.00400733969687211,"Inverted","chrXR"
0.0030432704451392,"Inverted","chrXR"
0.0047411360252389,"Inverted","chrXR"
0.0047918989079336,"Inverted","chrXR"
0.003054629630465,"Inverted","chrXR"
0.0011992852770971,"Inverted","chrXR"
0.0026635821818419,"Inverted","chrXR"
0.0042662053336192,"Inverted","chrXR"
0.0052026688468708,"Collinear","chrXR"
0.0057012253915494,"Inverted","chrXR"
0.0065691210295788,"Inverted","chrXR"
0.0046375078428373,"Inverted","chrXR"
0.00215462879977355,"Inverted","chrXR"
0.0024871865716836,"Inverted","chrXR"
0.00322577444315143,"Inverted","chrXR"
0.0051160515705564,"Inverted","chrXR"
0.0042458522319976,"Inverted","chrXR"
0.0056189410614939,"Inverted","chrXR"
0.0042494228844361,"Inverted","chrXR"
0.0072323634047345,"Collinear","chrXR"
0.0042708011533278,"Inverted","chrXR"
0.0029879496471822,"Inverted","chrXR"
0.00309918731798647,"Inverted","chrXR"
0.00227633686246988,"Inverted","chrXR"
0.0020897721816992,"Inverted","chrXR"
0.0062999344258666,"Inverted","chrXR"
0.0042796669862534,"Inverted","chrXR"
0.0045631535139836,"Inverted","chrXR"
0.00327468789332149,"Inverted","chrXR"
0.00211798918334147,"Inverted","chrXR"
0.00483775957815307,"Collinear","chrXR"
0.00206373403786988,"Inverted","chrXR"
0.0021732285173464,"Inverted","chrXR"
0.00183994274062187,"Inverted","chrXR"
0.00174422995978229,"Inverted","chrXR"
0.00191654154641091,"Inverted","chrXR"
0.0020349319801607,"Inverted","chrXR"
0.003310145277619,"Inverted","chrXR"
0.0024476495006351,"Inverted","chrXR"
0.0032971751970831,"Inverted","chrXR"
0.0036811280305115,"Inverted","chrXR"
0.00932314718776829,"Collinear","chrXR"
0.006384034760459,"Inverted","chrXR"
0.0039391369299166,"Inverted","chrXR"
0.0036912997624054,"Inverted","chrXR"
0.0052219949144088,"Inverted","chrXR"
0.002938511168038,"Inverted","chrXR"
0.003419826076618,"Inverted","chrXR"
0.0046804317777701,"Inverted","chrXR"
0.0043512889480205,"Inverted","chrXR"
0.00305880426023036,"Inverted","chrXR"
0.00234363758299526,"Inverted","chrXR"
0.0086571673217496,"Collinear","chrXR"
0.0018351813879154,"Inverted","chrXR"
0.00238452927495373,"Inverted","chrXR"
0.00320333021206616,"Inverted","chrXR"
0.0036633667068497,"Inverted","chrXR"
0.00378121642317846,"Inverted","chrXR"
0.0034991385045696,"Inverted","chrXR"
0.004086418652063,"Inverted","chrXR"
0.0045294957738311,"Inverted","chrXR"
0.0053082512609689,"Inverted","chrXR"
0.0045372835496223,"Inverted","chrXR"
0.00479753336938395,"Collinear","chrXR"
0.0026919448293858,"Inverted","chrXR"
0.0058075980322392,"Inverted","chrXR"
0.0033339826393198,"Inverted","chrXR"
0.0037158109737491,"Inverted","chrXR"
0.0032530679935561,"Inverted","chrXR"
0.001294634222245,"Inverted","chrXR"
0.0042232467397168,"Inverted","chrXR"
0.0027798406068943,"Inverted","chrXR"
0.00283993816817421,"Inverted","chrXR"
0.00125155706339084,"Inverted","chrXR"
0.0077276199139595,"Collinear","chrXR"
0.00353537908506,"Inverted","chrXR"
0.0042165616299232,"Inverted","chrXR"
0.0037896798477882,"Inverted","chrXR"
0.0024966202014507,"Collinear","chrXR"
0.002757798801908,"Collinear","chrXR"
0.00251175986436285,"Collinear","chrXR"
0.003283363622501,"Collinear","chrXR"
0.0038428040276585,"Collinear","chrXR"
0.0032747427651971,"Collinear","chrXR"
0.00118471554665724,"Collinear","chrXR"
0.00713667974101796,"Collinear","chrXR"
0.000870018456352451,"Collinear","chrXR"
0.0019924152141871,"Collinear","chrXR"
0.00241038048296619,"Collinear","chrXR"
0.00210720394722821,"Collinear","chrXR"
0.0038607997823909,"Collinear","chrXR"
0.0036187608299963,"Collinear","chrXR"
0.0054394787175909,"Collinear","chrXR"
0.0057036074436329,"Collinear","chrXR"
0.0045854999918501,"Collinear","chrXR"
0.0033603991995033,"Collinear","chrXR"
0.00503143737289419,"Collinear","chrXR"
0.00738902887952789,"Collinear","chrXR"
0.0023732384991231,"Collinear","chrXR"
0.00216104700452958,"Collinear","chrXR"
0.00279438434371943,"Collinear","chrXR"
0.00291329133230158,"Collinear","chrXR"
0.00383952878893153,"Collinear","chrXR"
0.003661794366858,"Collinear","chrXR"
0.00208955853932437,"Collinear","chrXR"
0.00408256534668287,"Collinear","chrXR"
0.0052763736608974,"Collinear","chrXR"
0.0064173524269298,"Collinear","chrXR"
0.00554535898421002,"Collinear","chrXR"
0.007943602849382,"Collinear","chrXR"
0.0071536597603489,"Collinear","chrXR"
0.0048758699330389,"Collinear","chrXR"
0.0057892099118546,"Collinear","chrXR"
0.0079130457517239,"Collinear","chrXR"
0.0050996672048495,"Collinear","chrXR"
0.0046698666026966,"Collinear","chrXR"
0.0046979057447844,"Collinear","chrXR"
0.0055331909970502,"Collinear","chrXR"
0.00468379375938596,"Collinear","chrXR"
0.00424798758121021,"Collinear","chrXR"
0.005128084546855,"Collinear","chrXR"
0.00421987718267589,"Collinear","chrXR"
0.00216301716784469,"Collinear","chrXR"
0.00279830285647679,"Collinear","chrXR"
0.00380869656211797,"Collinear","chrXR"
0.0041608253444826,"Collinear","chrXR"
0.0034186526748431,"Collinear","chrXR"
0.00359139467930991,"Collinear","chrXR"
0.0023259523527557,"Collinear","chrXR"
0.00492268706391857,"Collinear","chrXR"
0.00500230888780115,"Collinear","chrXR"
0.00443066453867491,"Collinear","chrXR"
0.00392248522794195,"Collinear","chrXR"
0.00279162983619879,"Collinear","chrXR"
0.0054123952866184,"Collinear","chrXR"
0.0071258433095246,"Collinear","chrXR"
0.00492391364419404,"Collinear","chrXR"
0.0037446043578057,"Collinear","chrXR"
0.00441563855204821,"Collinear","chrXR"
0.00420879890190462,"Collinear","chrXR"
0.0076929722099846,"Collinear","chrXR"
